CM_D1_cov2_1	CM_D1_cov2_2	CM_D1_cov2_3	CM_D1_Mock_1	CM_D1_Mock_2	CM_D1_Mock_3	CM_D2_cov2_1	CM_D2_cov2_2	CM_D2_cov2_3	CM_D2_Mock_1	CM_D2_Mock_2	CM_D2_Mock_3
SH3TC2	28	45	45	96	147	94	5	4	3	64	53	62
SH3YL1	89	109	117	352	309	308	76	99	63	231	286	267
SHANK1	4	11	19	31	23	26	6	16	8	21	10	15
SHANK2	9	4	7	17	22	13	30	26	26	16	16	9
SHANK3	76	126	85	327	320	371	55	85	88	182	177	204
SHARPIN	171	163	185	866	814	952	92	96	90	516	441	542
SHB	89	92	96	233	231	205	82	123	139	106	97	115
SHBG	6	15	22	53	61	47	3	3	8	22	28	45
SHC1	468	531	464	1871	1741	1641	695	719	731	817	809	847
SHC1P1	0	0	0	0	1	0	0	1	0	0	1	0
SHC2	150	156	179	453	528	620	112	113	124	432	376	436
SHC3	1	5	7	9	9	12	0	2	3	4	6	3
SHC4	2	4	1	18	16	19	3	4	6	17	24	20
SHCBP1	83	98	64	463	488	367	48	56	47	112	129	144
SHCBP1L	0	0	0	0	0	0	0	0	0	0	0	0
SHD	135	140	136	507	446	419	47	77	65	266	231	264
SHE	7	8	11	12	10	13	11	14	13	3	0	3
SHF	46	39	65	218	221	184	48	31	44	128	128	133
SHH	4	1	1	3	2	8	10	8	5	3	3	6
SHISA2	41	73	47	68	106	49	66	72	56	46	40	43
SHISA3	24	33	28	63	70	83	16	14	22	47	42	38
SHISA4	63	74	55	198	181	207	55	63	57	106	96	119
SHISA5	289	337	368	1467	1220	1264	611	455	588	535	580	623
SHISA6	0	0	0	2	12	9	0	8	1	1	3	2
SHISA7	0	0	0	0	0	0	0	0	2	0	0	0
SHISA9	3	2	5	5	2	7	3	3	7	1	3	1
SHKBP1	117	142	156	752	739	710	86	115	101	328	302	339
SHMT1	71	107	136	434	470	385	36	34	27	164	148	204
SHMT1P1	0	0	0	0	0	0	0	1	0	0	0	0
SHMT2	747	759	942	3714	3055	3515	830	802	887	1232	1267	1458
SHOC2	518	653	622	1480	1417	1182	382	516	459	828	783	864
SHOX	0	0	0	0	1	0	0	0	0	0	0	0
SHOX2	2	0	0	1	1	0	0	0	2	4	3	1
SHPK	10	15	17	18	16	15	3	3	5	2	11	4
SHPRH	194	269	226	737	673	568	77	90	77	436	452	486
SHQ1	99	141	122	534	516	422	47	64	61	251	257	310
SHQ1P1	0	0	0	0	0	1	0	0	0	0	0	0
SHROOM1	20	22	12	18	36	24	16	17	7	14	30	31
SHROOM2	478	637	691	566	492	469	299	431	411	165	155	167
SHROOM2P1	0	0	0	0	0	0	0	0	0	0	0	0
SHROOM3	1087	1535	1336	1506	1485	1264	886	1365	1101	645	669	724
SHROOM4	33	26	15	57	40	37	33	43	48	24	35	27
SHTN1	57	67	84	320	335	303	46	40	42	138	145	197
SI	0	0	0	0	0	0	0	1	0	2	1	1
SIAE	120	109	117	795	713	563	58	112	65	414	409	417
SIAH1	143	211	229	757	737	646	142	186	187	280	234	305
SIAH2	179	216	196	607	615	554	224	245	220	434	420	455
SIAH2-AS1	0	0	1	1	0	0	0	0	0	2	1	0
SIAH3	44	32	40	141	120	108	2	6	6	94	73	83
SIDT1	0	0	0	0	0	0	0	0	0	1	1	0
SIDT1-AS1	0	2	0	0	2	0	0	0	0	0	0	0
SIDT2	451	537	604	624	659	593	297	433	403	357	426	470
SIGIRR	100	91	105	381	353	474	67	94	116	227	218	270
SIGLEC1	0	0	0	0	0	0	1	0	1	0	0	0
SIGLEC10	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC11	0	0	0	0	0	0	0	0	0	2	0	0
SIGLEC14	0	0	0	1	0	0	0	0	0	0	0	0
SIGLEC15	0	2	0	4	2	3	0	0	1	0	0	0
SIGLEC16	0	0	0	4	0	6	0	0	0	5	6	2
SIGLEC18P	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC20P	0	0	0	0	2	0	0	0	0	0	0	0
SIGLEC30P	0	0	0	0	0	0	0	0	0	1	0	0
SIGLEC5	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC6	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC8	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC9	0	0	0	0	0	0	0	0	0	0	1	0
SIGMAR1	379	400	460	2184	2026	2111	201	202	200	896	870	960
SIK1	10	6	1	6	9	5	0	5	2	3	2	0
SIK2	362	451	458	847	850	753	253	319	300	387	374	427
SIK3	694	981	935	1193	1247	1056	768	987	942	568	614	745
SIKE1	257	322	318	1358	1351	1173	177	147	147	726	744	832
SIL1	115	153	114	828	731	726	93	63	80	366	350	446
SIM1	0	0	0	0	2	1	4	0	0	1	1	0
SIM2	1	0	0	0	1	0	1	0	1	0	0	0
SIMC1	93	135	126	278	238	220	35	44	42	140	159	154
SIN3A	615	714	653	1595	1698	1280	632	856	727	660	677	819
SIN3B	374	502	440	1211	1169	1143	333	428	415	722	729	882
SIPA1	63	67	85	258	225	294	52	52	63	108	122	115
SIPA1L1	846	1011	1021	2972	2848	2270	337	402	358	1597	1560	1905
SIPA1L2	3084	4063	3954	9496	9213	7973	1596	2273	2105	3811	4020	4183
SIPA1L3	132	219	174	564	534	513	78	105	113	333	329	327
SIRPA	581	638	687	2911	2993	2698	426	635	562	1538	1544	1759
SIRPAP1	5	2	5	20	30	21	4	4	1	16	11	11
SIRPB1	1	1	1	5	8	8	1	3	1	3	1	4
SIRPB2	0	0	0	2	1	1	0	0	0	0	0	0
SIRPG	0	0	1	0	0	0	1	0	1	0	0	0
SIRPG-AS1	0	1	0	0	0	0	0	0	0	0	0	0
SIRT1	349	455	389	725	694	543	911	1202	1050	313	264	259
SIRT2	170	225	214	962	966	1000	120	132	137	346	392	473
SIRT3	129	173	145	922	860	912	50	59	58	424	409	492
SIRT4	47	70	73	108	108	81	59	84	71	59	60	81
SIRT5	113	109	89	513	555	519	53	49	68	390	358	406
SIRT6	88	107	121	353	339	383	55	46	62	187	168	234
SIRT7	109	119	150	234	205	239	108	163	161	95	105	120
SIT1	0	0	0	0	0	0	2	0	0	0	0	0
SIVA1	281	342	370	1689	1458	1652	103	100	170	734	705	821
SIX1	1	0	0	4	5	7	0	3	2	0	0	0
SIX2	3	1	0	3	6	2	1	1	2	5	3	2
SIX3	0	0	0	0	0	0	0	0	0	0	0	0
SIX4	103	150	134	167	164	135	770	1000	931	55	65	79
SIX5	121	139	188	687	609	767	122	182	207	503	456	495
SKA1	91	72	68	505	593	397	27	15	23	105	119	101
SKA2	246	309	256	1614	1638	1192	209	249	242	650	544	707
SKA2P1	0	0	0	0	2	0	0	1	0	0	0	0
SKA3	72	60	77	469	644	403	25	29	26	139	117	181
SKAP1	0	2	1	8	3	1	2	2	3	6	5	2
SKAP2	16	19	28	86	79	97	27	22	16	53	55	62
SKI	285	357	311	810	789	798	324	426	412	442	430	465
SKIDA1	350	416	444	460	515	444	418	623	380	219	168	254
SKIL	488	608	537	529	468	391	1240	1934	1552	293	309	338
SKINT1L	0	0	0	0	0	8	0	0	1	0	1	1
SKIV2L	230	278	281	1037	1067	916	157	142	162	528	618	618
SKIV2L2	553	718	633	2736	2546	2044	371	422	419	1504	1456	1615
SKOR1	9	9	10	10	6	3	1	3	1	5	1	2
SKOR2	2	0	4	0	0	0	1	1	2	0	0	0
SKP1	553	710	614	4305	3987	3469	433	556	511	2053	2025	2462
SKP1P3	0	0	0	0	0	0	0	0	0	0	0	0
SKP2	288	379	318	1448	1471	1200	284	313	305	465	517	525
SLA	0	7	1	5	9	11	32	19	18	4	3	4
SLA2	0	0	2	4	2	7	0	0	1	1	3	4
SLAIN1	54	93	76	327	305	241	42	40	56	163	174	161
SLAIN2	236	400	381	1225	1208	1002	297	369	316	639	588	646
SLAMF1	0	0	0	0	0	0	0	0	0	0	0	0
SLAMF7	0	0	0	0	0	1	0	0	0	0	0	0
SLAMF8	0	0	0	0	0	0	0	0	0	0	0	0
SLAMF9	0	0	1	0	0	0	0	0	0	0	0	1
SLBP	262	280	318	1276	1237	1095	106	122	109	452	458	566
SLC10A3	67	79	88	377	393	395	82	114	98	184	175	206
SLC10A4	0	3	1	3	0	1	0	2	0	1	1	1
SLC10A5	2	13	17	2	6	5	4	6	2	10	8	4
SLC10A5P1	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A6	6	0	5	0	0	0	0	1	0	0	0	0
SLC10A7	71	95	83	62	106	65	35	34	32	54	58	41
SLC11A1	1	1	1	20	7	12	0	0	2	8	7	9
SLC11A2	224	268	242	1197	1166	944	111	115	145	553	574	596
SLC12A1	0	0	0	0	0	0	0	0	1	0	1	0
SLC12A2	92	136	100	320	269	209	63	93	65	164	135	182
SLC12A3	0	0	1	0	0	0	0	0	0	0	0	0
SLC12A4	750	968	1071	1373	1332	1274	789	1182	991	926	959	983
SLC12A5	16	8	21	102	93	126	6	17	11	40	44	51
SLC12A5-AS1	2	2	6	12	22	24	0	2	0	7	6	9
SLC12A6	264	332	324	796	913	659	147	242	161	503	565	594
SLC12A7	367	522	546	1228	954	1063	168	242	225	586	623	636
SLC12A8	14	19	19	40	33	40	23	31	28	21	15	23
SLC12A9	136	180	138	582	521	543	76	77	100	311	291	329
SLC12A9-AS1	0	0	0	0	0	0	0	0	0	1	0	0
SLC13A1	0	0	0	0	0	0	2	0	0	0	0	0
SLC13A2	0	4	0	2	0	2	0	1	0	0	1	3
SLC13A3	33	50	52	45	44	39	10	14	9	26	27	36
SLC13A4	0	0	0	0	0	3	0	0	1	0	1	0
SLC13A5	16	15	15	24	30	27	86	58	51	58	65	57
SLC14A1	0	0	0	1	1	3	0	1	0	0	2	2
SLC14A2	0	0	0	0	2	0	0	2	0	3	1	1
SLC15A1	0	0	3	2	0	0	0	0	0	0	1	1
SLC15A2	5	8	9	22	30	10	7	5	8	13	19	20
SLC15A3	0	1	0	0	1	0	6	0	1	0	1	0
SLC15A4	73	88	98	285	252	196	57	79	52	153	134	158
SLC15A5	0	0	0	0	1	0	0	0	0	0	0	0
SLC16A1	972	1176	1078	7994	7991	6878	1084	1344	1386	4264	4440	4620
SLC16A1-AS1	24	30	28	102	112	85	33	59	33	48	74	68
SLC16A10	51	50	79	239	202	164	42	58	63	119	127	121
SLC16A11	0	0	0	0	2	0	0	0	0	2	0	1
SLC16A12	57	53	37	283	251	226	33	22	37	201	244	259
SLC16A12-AS1	3	0	0	3	4	0	0	0	0	3	2	0
SLC16A13	7	11	7	27	34	41	12	17	17	54	30	27
SLC16A14	43	82	89	89	99	88	8	13	2	41	37	52
SLC16A2	62	70	65	347	377	289	81	71	58	148	189	192
SLC16A3	238	262	248	1031	1196	1548	522	567	678	1499	1470	1308
SLC16A4	4	5	8	12	1	5	23	36	27	3	6	3
SLC16A5	37	39	46	180	175	166	17	16	22	73	84	109
SLC16A6	55	69	79	5	14	7	3	5	8	4	0	0
SLC16A6P1	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A7	58	86	60	279	260	218	24	28	28	212	178	192
SLC16A8	2	1	0	6	6	6	0	0	0	1	3	1
SLC16A9	43	58	55	98	86	97	35	22	22	44	53	60
SLC17A1	0	1	5	6	1	4	8	5	10	8	4	8
SLC17A2	1	0	2	0	2	1	5	7	3	4	8	3
SLC17A3	0	0	0	0	1	0	1	1	0	0	0	0
SLC17A4	1	0	0	3	2	2	2	1	2	5	4	4
SLC17A5	129	166	165	423	415	302	144	142	124	286	285	371
SLC17A6	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A7	2	0	4	4	8	10	20	15	12	10	10	7
SLC17A8	0	0	0	2	4	0	25	23	25	4	6	2
SLC17A9	5	11	14	11	18	12	35	22	30	18	19	28
SLC18A1	0	0	0	0	1	0	0	0	1	0	0	0
SLC18A2	0	0	0	3	4	5	2	1	3	16	14	14
SLC18A3	0	0	0	2	2	2	1	3	2	2	3	1
SLC18B1	98	136	132	589	583	604	40	51	43	365	358	410
SLC19A1	48	71	76	205	252	238	32	39	42	160	103	128
SLC19A2	350	506	486	392	430	306	309	515	450	112	158	149
SLC19A3	3	2	4	5	13	4	4	1	2	7	5	3
SLC1A1	17	18	20	72	77	95	13	14	25	58	40	62
SLC1A2	3	3	2	19	22	18	0	0	3	16	21	28
SLC1A3	325	547	495	1021	997	839	809	938	945	835	950	1074
SLC1A4	310	354	371	1387	1400	1243	141	126	130	490	508	621
SLC1A5	475	524	588	1667	1418	1636	633	689	751	644	617	688
SLC1A6	5	3	2	17	11	9	1	1	2	1	5	1
SLC1A7	1	0	1	0	0	0	1	0	0	1	0	0
SLC20A1	264	374	363	727	666	566	417	523	508	277	296	282
SLC20A2	656	635	711	2818	2775	2525	305	363	303	1778	1857	1852
SLC22A1	43	75	58	6	7	0	13	12	12	5	1	4
SLC22A10	0	0	0	0	0	0	2	0	0	1	1	1
SLC22A11	0	0	0	0	0	0	1	1	0	0	0	0
SLC22A13	0	0	3	0	0	0	1	0	0	0	0	4
SLC22A14	5	11	6	0	1	3	1	3	1	1	2	0
SLC22A15	26	71	70	141	120	122	20	23	24	91	109	116
SLC22A16	0	0	1	0	1	2	2	0	4	0	1	0
SLC22A17	127	147	169	1015	1019	1141	109	133	143	509	464	473
SLC22A18	42	30	28	122	95	142	13	20	27	75	79	88
SLC22A18AS	0	0	0	0	0	1	2	0	1	0	1	0
SLC22A2	2	0	0	3	1	0	0	0	1	0	0	2
SLC22A20	24	17	9	2	2	2	4	14	10	2	1	3
SLC22A23	137	191	208	692	629	699	93	167	124	344	351	384
SLC22A25	0	0	0	0	0	0	0	0	1	0	0	0
SLC22A3	16	5	10	27	21	25	32	41	27	32	39	45
SLC22A31	5	2	9	11	13	14	10	18	6	27	17	16
SLC22A4	11	15	6	11	11	12	8	7	3	6	1	5
SLC22A5	151	195	183	203	185	181	40	61	52	119	115	171
SLC22A7	0	1	0	4	5	1	6	2	6	5	0	7
SLC22A8	0	0	0	0	0	0	0	0	0	0	1	0
SLC22A9	1	0	0	1	0	4	6	1	5	8	6	7
SLC23A1	3	2	2	4	3	1	7	10	8	7	4	8
SLC23A2	204	253	272	651	711	587	95	136	142	270	285	352
SLC23A3	3	1	0	2	0	0	0	0	0	2	0	0
SLC24A1	22	8	6	59	76	74	9	23	12	30	32	25
SLC24A2	1	0	0	3	0	3	0	4	0	1	0	0
SLC24A3	9	17	14	35	31	28	15	27	17	31	28	17
SLC24A4	1	1	2	4	2	1	0	0	0	1	2	7
SLC25A1	256	342	302	1078	1115	1405	213	223	275	748	687	722
SLC25A10	24	19	31	145	154	160	2	7	12	59	34	44
SLC25A11	391	393	433	2965	3033	2783	191	255	254	1475	1393	1621
SLC25A12	556	661	636	2859	2550	2360	199	291	272	1532	1557	1822
SLC25A13	457	605	579	1437	1487	1155	272	257	295	667	645	712
SLC25A14	55	28	52	313	310	289	31	12	16	140	138	134
SLC25A14P1	0	0	0	0	1	0	5	0	2	0	2	0
SLC25A15	32	90	66	249	284	227	22	19	29	129	129	126
SLC25A15P4	0	0	0	0	0	0	0	0	0	0	0	1
SLC25A16	70	67	81	237	211	184	29	34	34	134	121	139
SLC25A17	165	227	224	727	648	609	264	277	245	297	333	388
SLC25A18	3	9	10	13	17	8	2	2	1	7	3	8
SLC25A19	55	84	86	263	218	232	37	69	53	115	108	110
SLC25A1P1	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A1P5	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A2	1	0	0	3	4	0	0	4	0	0	0	0
SLC25A20	109	139	130	977	867	757	72	59	65	467	451	503
SLC25A21	21	29	23	108	91	98	3	6	8	48	45	47
SLC25A21-AS1	31	34	43	152	189	162	2	3	7	72	88	65
SLC25A22	61	70	79	214	234	236	50	89	63	123	105	148
SLC25A23	257	311	343	1820	1841	1865	126	153	161	944	897	1050
SLC25A24	226	208	223	888	993	753	170	166	183	486	435	506
SLC25A24P1	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A25	548	805	792	336	330	273	1607	2444	2120	96	119	125
SLC25A25-AS1	43	48	52	113	141	111	24	23	16	103	120	120
SLC25A26	87	110	140	630	627	508	49	76	62	268	245	264
SLC25A27	26	50	19	169	205	156	35	31	32	123	124	187
SLC25A28	107	135	140	355	468	364	47	46	65	195	182	241
SLC25A29	166	164	173	610	606	528	82	97	101	354	385	415
SLC25A3	6065	6465	6538	19686	17181	18123	3265	4075	3956	9455	9254	10596
SLC25A30	153	143	172	463	382	324	115	178	139	254	265	260
SLC25A30-AS1	0	0	1	0	0	0	0	0	1	0	0	0
SLC25A31	0	1	0	0	0	1	1	0	1	0	0	1
SLC25A32	122	153	134	362	321	264	67	46	55	192	170	214
SLC25A33	72	88	95	147	121	91	74	108	105	78	61	92
SLC25A34	16	18	22	18	21	21	2	10	5	9	4	12
SLC25A35	10	8	9	67	78	64	1	4	5	19	32	41
SLC25A36	716	992	1032	1774	1954	1416	703	984	772	1639	1644	1806
SLC25A36P1	2	0	3	0	0	0	0	0	0	0	0	0
SLC25A37	441	559	579	2149	1939	1788	224	252	260	1098	1276	1378
SLC25A38	242	282	256	649	571	625	122	122	120	279	247	312
SLC25A38P1	0	0	0	0	1	6	0	0	0	0	0	0
SLC25A39	763	857	890	3570	3385	3176	361	431	425	1762	1724	2011
SLC25A39P1	0	0	0	0	0	0	0	0	1	0	0	1
SLC25A39P2	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A3P2	0	1	0	1	1	2	1	1	0	0	0	3
SLC25A4	1203	1349	1501	7083	6543	6217	568	699	720	4263	4310	4880
SLC25A40	72	93	83	384	339	277	39	31	37	236	190	249
SLC25A41	2	7	8	23	14	10	4	8	2	14	9	16
SLC25A42	74	114	107	217	226	179	54	53	47	174	137	135
SLC25A43	39	40	33	122	145	95	31	53	43	108	76	84
SLC25A44	196	273	267	679	586	567	157	192	176	215	272	299
SLC25A45	10	21	20	59	74	78	9	1	3	41	35	59
SLC25A46	173	284	285	1203	1020	1019	101	125	109	645	587	690
SLC25A47	0	0	0	0	4	0	0	3	2	0	0	0
SLC25A48	0	0	0	11	19	3	1	1	1	6	6	2
SLC25A5	1969	1941	1949	12070	10636	10054	812	989	977	5628	5446	6315
SLC25A5-AS1	8	14	14	77	72	63	0	2	1	35	33	39
SLC25A51	62	75	43	221	213	205	29	35	47	111	128	145
SLC25A51P2	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A51P3	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A52	0	0	1	0	0	1	18	30	23	0	0	0
SLC25A53	18	15	14	99	51	73	9	6	3	29	33	19
SLC25A5P1	0	3	0	3	1	0	0	2	0	5	4	5
SLC25A5P2	0	0	0	1	0	3	0	0	0	0	0	0
SLC25A5P3	0	0	2	1	0	1	0	1	0	2	0	0
SLC25A5P4	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A5P5	3	0	1	2	4	0	1	0	2	0	1	4
SLC25A5P6	0	0	0	0	1	0	0	0	0	2	0	0
SLC25A5P7	0	0	0	0	2	1	0	0	1	0	0	0
SLC25A5P8	0	0	0	1	0	0	1	0	0	1	0	1
SLC25A6	3942	4178	4075	18373	17306	19358	1122	1579	1625	10547	9569	11194
SLC25A6P2	0	0	0	1	1	1	0	0	1	1	0	0
SLC25A6P3	0	0	0	0	0	3	0	0	0	0	0	0
SLC25A6P4	0	0	0	1	1	0	0	0	0	1	0	0
SLC25A6P5	0	0	0	0	0	0	1	1	0	0	0	0
SLC26A1	1	1	5	17	27	12	3	1	2	11	13	12
SLC26A10	0	3	7	5	6	9	6	5	11	4	7	6
SLC26A11	108	91	129	363	368	395	63	70	73	220	180	250
SLC26A2	135	148	143	613	664	533	57	57	37	291	285	289
SLC26A4	2	1	1	3	7	2	0	1	2	0	0	0
SLC26A4-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A5	0	0	0	0	4	2	0	0	0	2	4	0
SLC26A6	93	156	160	445	444	450	85	104	125	371	350	411
SLC26A7	2	11	2	2	1	0	1	0	6	1	1	3
SLC26A8	0	0	1	1	0	4	0	0	4	0	2	1
SLC26A9	9	12	15	40	48	58	0	1	0	22	21	29
SLC27A1	62	68	79	273	266	291	43	36	34	240	215	272
SLC27A2	7	6	7	14	16	3	8	4	6	18	9	12
SLC27A3	39	81	61	173	179	181	40	48	63	109	105	129
SLC27A4	98	115	123	457	483	414	29	33	50	169	188	249
SLC27A5	31	28	39	225	217	206	12	15	24	119	90	112
SLC27A6	337	444	416	2151	2297	1706	535	752	681	2304	2117	2477
SLC28A1	4	2	12	4	5	9	7	6	13	0	4	2
SLC28A2	0	0	0	0	0	0	0	0	0	0	0	3
SLC28A3	23	40	45	68	75	87	7	17	24	123	95	122
SLC29A1	271	369	339	1497	1431	1397	69	89	74	701	725	846
SLC29A2	127	161	158	425	466	390	50	36	53	325	376	339
SLC29A3	10	44	35	55	49	47	17	17	12	21	26	25
SLC29A4	70	110	93	413	431	471	72	74	80	321	285	315
SLC2A1	402	440	441	1578	1616	1444	1768	1893	1906	1996	2188	1888
SLC2A1-AS1	6	13	8	36	25	28	3	4	10	46	40	53
SLC2A10	34	42	49	285	241	240	49	38	37	158	134	126
SLC2A11	49	49	67	322	282	256	10	12	20	155	214	216
SLC2A12	50	46	45	200	208	192	16	19	30	132	147	126
SLC2A13	43	50	54	94	127	90	46	49	61	59	67	80
SLC2A14	18	7	9	20	27	20	51	57	51	16	20	23
SLC2A2	30	30	32	66	78	45	40	30	51	76	88	91
SLC2A3	553	767	716	2194	2126	2074	2883	3758	3289	1525	1537	1604
SLC2A3P2	0	0	0	0	0	1	1	1	1	0	0	0
SLC2A3P4	0	3	4	1	0	0	2	1	0	1	2	0
SLC2A4	96	173	142	429	393	355	30	48	46	233	212	257
SLC2A4RG	212	243	228	989	987	1112	115	155	174	498	472	552
SLC2A5	4	2	3	4	5	1	6	9	13	2	0	1
SLC2A6	42	52	42	84	96	126	36	33	44	52	42	42
SLC2A7	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A8	101	91	92	536	468	575	41	45	24	230	231	232
SLC2A9	16	32	22	15	18	12	60	42	44	6	14	17
SLC30A1	267	224	284	410	280	333	157	222	160	105	101	104
SLC30A10	5	13	21	39	33	11	20	30	27	33	28	31
SLC30A2	24	53	45	33	29	48	1	6	11	8	8	18
SLC30A3	233	304	353	2033	2195	2077	28	16	37	1039	1152	1232
SLC30A4	31	37	48	69	89	40	21	31	15	66	52	49
SLC30A5	284	286	277	680	660	608	128	138	156	482	495	527
SLC30A6	101	158	126	652	631	528	91	78	66	338	303	378
SLC30A7	112	137	143	262	215	164	92	158	110	106	99	102
SLC30A8	0	2	3	8	5	2	0	0	2	14	4	6
SLC30A9	334	419	483	2699	2679	2486	162	219	198	1423	1399	1502
SLC31A1	247	304	260	1289	1247	1037	161	153	145	537	561	573
SLC31A1P1	0	0	0	0	0	0	0	0	0	0	0	0
SLC31A2	38	33	42	94	88	75	22	26	24	35	31	29
SLC32A1	0	0	0	0	0	0	0	0	0	2	0	0
SLC33A1	87	106	74	370	323	268	87	90	106	182	235	270
SLC34A1	0	0	0	0	0	0	0	0	0	0	0	0
SLC34A2	31	17	23	46	73	92	5	1	3	28	21	25
SLC34A3	1	1	0	0	0	0	0	0	1	1	0	0
SLC35A1	28	54	39	198	145	138	27	24	23	120	104	127
SLC35A2	111	96	124	502	440	431	130	205	149	214	185	229
SLC35A3	54	57	44	142	132	115	21	27	17	83	115	106
SLC35A4	262	320	320	1573	1594	1482	181	206	216	714	711	795
SLC35A5	122	110	117	655	588	475	63	107	70	356	301	330
SLC35B1	463	597	525	1906	1903	1733	211	199	205	846	776	980
SLC35B2	240	266	311	1153	1126	1042	282	374	333	438	464	532
SLC35B3	97	126	105	391	402	356	72	91	83	291	277	312
SLC35B4	161	217	185	592	500	483	63	61	52	269	251	325
SLC35C1	59	88	122	288	328	223	46	45	38	144	122	139
SLC35C2	152	219	237	814	806	767	66	80	60	376	369	467
SLC35D1	127	180	141	441	404	305	125	111	122	263	278	288
SLC35D2	139	194	166	693	690	522	96	101	106	382	391	450
SLC35D3	3	7	1	9	25	10	1	3	0	10	13	14
SLC35E1	196	199	258	715	815	602	134	149	127	419	419	434
SLC35E1P1	1	6	6	4	7	8	0	1	0	2	2	4
SLC35E2	8	13	15	46	80	63	5	5	4	32	30	34
SLC35E2B	189	224	213	1148	1175	1041	98	100	123	652	610	696
SLC35E3	84	83	70	429	435	357	20	30	26	198	161	198
SLC35E4	31	42	48	130	105	134	14	14	27	63	87	79
SLC35F1	39	55	39	139	171	124	16	39	44	80	53	98
SLC35F2	56	41	63	225	238	208	65	59	63	115	104	91
SLC35F3	0	5	5	29	16	21	1	1	2	10	10	10
SLC35F4	0	0	0	0	0	0	9	9	10	0	0	0
SLC35F5	158	197	185	624	633	472	133	190	131	439	445	449
SLC35F6	83	81	106	370	363	342	59	74	52	103	126	142
SLC35G1	52	50	52	324	318	275	19	20	26	141	132	120
SLC35G2	21	20	13	52	25	35	35	32	29	12	15	21
SLC35G5	0	1	0	6	4	4	2	2	1	4	1	1
SLC35G6	0	0	0	0	0	0	0	0	0	0	0	0
SLC36A1	88	108	118	504	522	415	50	82	67	240	290	333
SLC36A2	0	0	0	0	0	0	0	0	0	1	0	0
SLC36A3	0	0	0	0	0	0	1	0	0	0	0	0
SLC36A4	97	143	142	409	462	369	80	134	112	195	220	228
SLC37A1	33	40	38	115	125	86	28	23	19	42	50	61
SLC37A2	3	4	2	9	4	2	1	1	4	1	2	3
SLC37A3	201	298	280	994	995	774	176	225	197	571	594	696
SLC37A4	133	134	183	666	669	738	69	77	110	302	321	343
SLC38A1	2460	3424	3254	6993	6713	5441	1985	2858	2276	3533	3654	3605
SLC38A10	252	337	305	1708	1822	1844	152	142	165	796	845	854
SLC38A11	0	0	1	4	1	0	1	1	0	1	2	6
SLC38A2	2577	3345	3095	3735	3186	2671	7740	10184	8498	2385	2143	2252
SLC38A3	29	38	45	171	161	145	67	41	73	101	113	105
SLC38A4	6	4	10	9	13	10	18	15	15	29	28	21
SLC38A5	2	2	1	7	1	3	2	3	7	0	1	0
SLC38A6	12	8	10	57	37	21	15	11	10	36	36	37
SLC38A7	129	155	205	626	662	564	102	125	126	232	226	261
SLC38A8	7	10	2	2	1	0	0	0	0	0	3	1
SLC38A9	68	48	61	234	163	157	45	34	48	114	95	143
SLC39A1	401	515	493	1871	1661	1759	440	470	506	793	788	929
SLC39A10	298	436	382	1399	1567	1086	404	645	484	1022	921	969
SLC39A11	42	32	49	232	207	184	38	26	36	87	91	96
SLC39A12	0	5	2	3	2	6	4	1	3	1	3	5
SLC39A12-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A13	201	177	271	1110	996	1034	135	179	169	585	537	634
SLC39A14	784	884	927	1168	1016	984	464	467	454	746	786	856
SLC39A2	2	3	1	23	18	5	3	3	6	7	6	4
SLC39A3	63	56	53	247	210	319	39	57	34	103	87	86
SLC39A4	5	5	6	28	30	56	10	10	8	18	8	14
SLC39A5	19	34	36	44	40	40	78	57	100	71	101	87
SLC39A6	282	312	327	1601	1453	1222	495	503	474	715	751	850
SLC39A7	715	821	826	5176	4815	4693	814	1038	963	2095	2087	2489
SLC39A8	92	138	112	541	456	455	83	108	81	234	201	251
SLC39A9	304	375	366	1141	1169	1007	236	243	249	608	570	725
SLC3A1	5	4	4	4	6	9	3	7	7	5	7	2
SLC3A2	1985	2397	2428	1590	1353	1547	1300	1428	1631	646	639	727
SLC40A1	127	150	100	466	459	418	50	49	62	165	201	237
SLC41A1	334	476	400	932	880	655	189	283	231	519	702	619
SLC41A2	25	25	30	39	22	44	9	7	8	31	30	22
